national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Romania,ROU,ROU,2022 Winter Olympics,2022,Winter,China,CHN,False,21,13,8,0.6190476190476191,0.38095238095238093,0.005300774796582767,0.0022086561652428197,0.003092118631339948,3.333333333333333,1.3888888888888888,1.9444444444444444,628.8388888888888
ROC,RUS,ROC,2022 Winter Olympics,2022,Winter,China,CHN,False,215,107,108,0.49767441860465117,0.5023255813953489,0.06833014235104508,0.03155002227587504,0.036780120075170036,42.968650793650795,19.839880952380952,23.12876984126984,628.8388888888888
Kingdom of Saudi Arabia,SAU,KSA,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
San Marino,SMR,SMR,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0007067699728777023,0.00035338498643885117,0.00035338498643885117,0.4444444444444444,0.2222222222222222,0.2222222222222222,628.8388888888888
Serbia,SRB,SRB,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0007067699728777023,0.00035338498643885117,0.00035338498643885117,0.4444444444444444,0.2222222222222222,0.2222222222222222,628.8388888888888
Slovakia,SVK,SVK,2022 Winter Olympics,2022,Winter,China,CHN,False,50,37,13,0.74,0.26,0.01077824208638496,0.00662596849572846,0.004152273590656502,6.777777777777778,4.166666666666667,2.611111111111111,628.8388888888888
Slovenia,SVN,SLO,2022 Winter Olympics,2022,Winter,China,CHN,False,42,22,20,0.5238095238095238,0.47619047619047616,0.021100869958111258,0.009811481730627245,0.011289388227484013,13.269047619047619,6.169841269841269,7.099206349206349,628.8388888888888
Sweden,SWE,SWE,2022 Winter Olympics,2022,Winter,China,CHN,False,114,61,53,0.5350877192982456,0.4649122807017544,0.03869944228276605,0.01881964366172475,0.019879798621041302,24.335714285714285,11.83452380952381,12.501190476190477,628.8388888888888
Thailand,THA,THA,2022 Winter Olympics,2022,Winter,China,CHN,False,4,2,2,0.5,0.5,0.0017669249321942558,0.0007067699728777023,0.0010601549593165535,1.1111111111111112,0.4444444444444444,0.6666666666666666,628.8388888888888
Timor-Leste,TLS,TLS,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Trinidad and Tobago,TTO,TTO,2022 Winter Olympics,2022,Winter,China,CHN,False,3,3,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Türkiye,TUR,TUR,2022 Winter Olympics,2022,Winter,China,CHN,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0023853486584622455,0.0010601549593165535,0.0013251936991456918,1.5,0.6666666666666666,0.8333333333333333,628.8388888888888
Chinese Taipei,TWN,TPE,2022 Winter Olympics,2022,Winter,China,CHN,False,4,1,3,0.25,0.75,0.0010601549593165535,0.0008834624660971279,0.00017669249321942558,0.6666666666666666,0.5555555555555556,0.1111111111111111,628.8388888888888
Ukraine,UKR,UKR,2022 Winter Olympics,2022,Winter,China,CHN,False,45,23,22,0.5111111111111111,0.4888888888888889,0.015230261870895845,0.007014060936192555,0.008216200934703289,9.577380952380953,4.410714285714286,5.166666666666666,628.8388888888888
United States,USA,USA,2022 Winter Olympics,2022,Winter,China,CHN,False,223,117,106,0.5246636771300448,0.47533632286995514,0.07473272105177468,0.039325438544457726,0.035407282507316964,46.99484126984127,24.729365079365078,22.26547619047619,628.8388888888888
Uzbekistan,UZB,UZB,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
United States Virgin Islands,VIR,ISV,2022 Winter Olympics,2022,Winter,China,CHN,False,1,0,1,0.0,1.0,0.00017669249321942558,0.00017669249321942558,0.0,0.1111111111111111,0.1111111111111111,0.0,628.8388888888888
Kosovo,XKX,KOS,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0008834624660971279,0.00017669249321942558,0.0007067699728777023,0.5555555555555556,0.1111111111111111,0.4444444444444444,628.8388888888888
Aruba,ABW,ARU,2024 Summer Olympics,2024,Summer,France,FRA,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00048400479395224483,0.0001358609947936126,0.00034814379915863226,0.7916666666666666,0.2222222222222222,0.5694444444444444,1635.6587301587301
Afghanistan,AFG,AFG,2024 Summer Olympics,2024,Summer,France,FRA,False,6,3,3,0.5,0.5,0.00047551348177764404,0.0002717219895872252,0.0002037914921904189,0.7777777777777777,0.4444444444444444,0.3333333333333333,1635.6587301587301
Angola,AGO,ANG,2024 Summer Olympics,2024,Summer,France,FRA,False,24,8,16,0.3333333333333333,0.6666666666666666,0.000679304973968063,0.00016982624349201576,0.0005094787304760472,1.1111111111111112,0.2777777777777778,0.8333333333333333,1635.6587301587301
Albania,ALB,ALB,2024 Summer Olympics,2024,Summer,France,FRA,False,8,5,3,0.625,0.375,0.0008915877783330827,0.0002717219895872252,0.0006198657887458574,1.4583333333333333,0.4444444444444444,1.0138888888888888,1635.6587301587301
Andorra,AND,AND,2024 Summer Olympics,2024,Summer,France,FRA,False,2,1,1,0.5,0.5,0.00030568723828562833,0.00023775674088882202,6.79304973968063e-05,0.5,0.38888888888888884,0.1111111111111111,1635.6587301587301
United Arab Emirates,ARE,UAE,2024 Summer Olympics,2024,Summer,France,FRA,False,14,10,4,0.7142857142857143,0.2857142857142857,0.0009704356770972327,0.0002717219895872252,0.0006987136875100076,1.5873015873015872,0.4444444444444444,1.1428571428571428,1635.6587301587301
Argentina,ARG,ARG,2024 Summer Olympics,2024,Summer,France,FRA,False,145,112,33,0.7724137931034483,0.22758620689655173,0.004870374054431737,0.0016473145618725526,0.0032230594925591843,7.966269841269841,2.694444444444444,5.271825396825396,1635.6587301587301
Armenia,ARM,ARM,2024 Summer Olympics,2024,Summer,France,FRA,False,15,13,2,0.8666666666666667,0.13333333333333333,0.002153881985317308,0.0001358609947936126,0.0020180209905236958,3.523015873015873,0.2222222222222222,3.3007936507936506,1635.6587301587301
American Samoa,ASM,ASA,2024 Summer Olympics,2024,Summer,France,FRA,False,2,1,1,0.5,0.5,0.0001358609947936126,6.79304973968063e-05,6.79304973968063e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1635.6587301587301
Antigua and Barbuda,ATG,ANT,2024 Summer Olympics,2024,Summer,France,FRA,False,5,3,2,0.6,0.4,0.0003396524869840315,0.0001358609947936126,0.0002037914921904189,0.5555555555555556,0.2222222222222222,0.3333333333333333,1635.6587301587301
Australia,AUS,AUS,2024 Summer Olympics,2024,Summer,France,FRA,False,467,206,261,0.4411134903640257,0.5588865096359743,0.04289907954176027,0.024542884361267323,0.01835619518049295,70.16825396825396,40.143783068783065,30.0244708994709,1635.6587301587301
Austria,AUT,AUT,2024 Summer Olympics,2024,Summer,France,FRA,False,81,45,36,0.5555555555555556,0.4444444444444444,0.008312024183257072,0.0038284496157883416,0.0044835745674687314,13.59563492063492,6.262037037037037,7.333597883597883,1635.6587301587301
Azerbaijan,AZE,AZE,2024 Summer Olympics,2024,Summer,France,FRA,False,48,28,20,0.5833333333333334,0.4166666666666667,0.005124142983992663,0.000984749603334417,0.004139393380658246,8.381349206349206,1.6107142857142858,6.770634920634921,1635.6587301587301
Burundi,BDI,BDI,2024 Summer Olympics,2024,Summer,France,FRA,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0005434439791744504,0.0002717219895872252,0.0002717219895872252,0.8888888888888888,0.4444444444444444,0.4444444444444444,1635.6587301587301
Belgium,BEL,BEL,2024 Summer Olympics,2024,Summer,France,FRA,False,168,85,83,0.5059523809523809,0.49404761904761907,0.012990494582542833,0.0059947855256283974,0.006995709056914435,21.248015873015873,9.80542328042328,11.442592592592593,1635.6587301587301
Benin,BEN,BEN,2024 Summer Olympics,2024,Summer,France,FRA,False,5,3,2,0.6,0.4,0.0003396524869840315,0.0001358609947936126,0.0002037914921904189,0.5555555555555556,0.2222222222222222,0.3333333333333333,1635.6587301587301
Burkina Faso,BFA,BUR,2024 Summer Olympics,2024,Summer,France,FRA,False,8,5,3,0.625,0.375,0.0005977883770918954,0.0002037914921904189,0.0003939968849014765,0.9777777777777777,0.3333333333333333,0.6444444444444444,1635.6587301587301
Bangladesh,BGD,BAN,2024 Summer Olympics,2024,Summer,France,FRA,False,5,4,1,0.8,0.2,0.0003396524869840315,6.79304973968063e-05,0.0002717219895872252,0.5555555555555556,0.1111111111111111,0.4444444444444444,1635.6587301587301
Bulgaria,BGR,BUL,2024 Summer Olympics,2024,Summer,France,FRA,False,46,21,25,0.45652173913043476,0.5434782608695652,0.006283571009204582,0.002382662196192981,0.0039009088130116014,10.277777777777777,3.897222222222222,6.3805555555555555,1635.6587301587301
Bahrain,BHR,BRN,2024 Summer Olympics,2024,Summer,France,FRA,False,14,6,8,0.42857142857142855,0.5714285714285714,0.0025134284036818326,0.0013246446992377227,0.0011887837044441101,4.111111111111111,2.1666666666666665,1.9444444444444444,1635.6587301587301
The Bahamas,BHS,BAH,2024 Summer Olympics,2024,Summer,France,FRA,False,18,10,8,0.5555555555555556,0.4444444444444444,0.0011887837044441101,0.0005434439791744504,0.0006453397252696598,1.9444444444444444,0.8888888888888888,1.0555555555555556,1635.6587301587301
Bosnia and Herzegovina,BIH,BIH,2024 Summer Olympics,2024,Summer,France,FRA,False,5,2,3,0.4,0.6,0.00042699169792278244,0.0002911307031291698,0.0001358609947936126,0.6984126984126984,0.47619047619047616,0.2222222222222222,1635.6587301587301
Belize,BLZ,BIZ,2024 Summer Olympics,2024,Summer,France,FRA,False,1,1,0,1.0,0.0,6.79304973968063e-05,0.0,6.79304973968063e-05,0.1111111111111111,0.0,0.1111111111111111,1635.6587301587301
Bermuda,BMU,BER,2024 Summer Olympics,2024,Summer,France,FRA,False,8,4,4,0.5,0.5,0.0005977883770918954,0.00032606638750467024,0.0002717219895872252,0.9777777777777777,0.5333333333333333,0.4444444444444444,1635.6587301587301
Bolivia,BOL,BOL,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.0002717219895872252,0.0001358609947936126,0.0001358609947936126,0.4444444444444444,0.2222222222222222,0.2222222222222222,1635.6587301587301
Brazil,BRA,BRA,2024 Summer Olympics,2024,Summer,France,FRA,False,287,124,163,0.43205574912891986,0.5679442508710801,0.021860519280130816,0.012349400513360474,0.00951111876677034,35.756349206349206,20.199404761904763,15.556944444444444,1635.6587301587301
Barbados,BRB,BAR,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.0002911307031291698,0.00015526970833555724,0.0001358609947936126,0.47619047619047616,0.25396825396825395,0.2222222222222222,1635.6587301587301
Brunei Darussalam,BRN,BRU,2024 Summer Olympics,2024,Summer,France,FRA,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0002037914921904189,6.79304973968063e-05,0.0001358609947936126,0.3333333333333333,0.1111111111111111,0.2222222222222222,1635.6587301587301
Bhutan,BTN,BHU,2024 Summer Olympics,2024,Summer,France,FRA,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0002037914921904189,6.79304973968063e-05,0.0001358609947936126,0.3333333333333333,0.1111111111111111,0.2222222222222222,1635.6587301587301
Botswana,BWA,BOT,2024 Summer Olympics,2024,Summer,France,FRA,False,12,10,2,0.8333333333333334,0.16666666666666666,0.001717671148462102,0.0001358609947936126,0.0015818101536684895,2.8095238095238093,0.2222222222222222,2.5873015873015874,1635.6587301587301
Central African Republic,CAF,CAF,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.0002717219895872252,0.0001358609947936126,0.0001358609947936126,0.4444444444444444,0.2222222222222222,0.2222222222222222,1635.6587301587301
Canada,CAN,CAN,2024 Summer Olympics,2024,Summer,France,FRA,False,322,124,198,0.38509316770186336,0.6149068322981367,0.02913514772457095,0.01682460507311424,0.012310542651456704,47.65515873015873,27.51931216931217,20.13584656084656,1635.6587301587301
Switzerland,CHE,SUI,2024 Summer Olympics,2024,Summer,France,FRA,False,125,67,58,0.536,0.464,0.012962837165745561,0.0059881946499881124,0.0069746425157574485,21.202777777777776,9.794642857142858,11.40813492063492,1635.6587301587301
Chile,CHL,CHI,2024 Summer Olympics,2024,Summer,France,FRA,False,48,30,18,0.625,0.375,0.004036769807805214,0.0018205373302344085,0.0022162324775708057,6.602777777777778,2.9777777777777774,3.625,1635.6587301587301
People's Republic of China,CHN,CHN,2024 Summer Olympics,2024,Summer,France,FRA,False,392,131,261,0.33418367346938777,0.6658163265306123,0.059695622849878456,0.03369255627313882,0.02600306657673963,97.64166666666667,55.10952380952381,42.53214285714286,1635.6587301587301
Côte d'Ivoire,CIV,CIV,2024 Summer Olympics,2024,Summer,France,FRA,False,12,4,8,0.3333333333333333,0.6666666666666666,0.0011426880097819916,0.0007351050254011538,0.0004075829843808378,1.869047619047619,1.2023809523809523,0.6666666666666666,1635.6587301587301
Cameroon,CMR,CMR,2024 Summer Olympics,2024,Summer,France,FRA,False,6,2,4,0.3333333333333333,0.6666666666666666,0.0004075829843808378,0.0002717219895872252,0.0001358609947936126,0.6666666666666666,0.4444444444444444,0.2222222222222222,1635.6587301587301
Democratic Republic of the Congo,COD,COD,2024 Summer Olympics,2024,Summer,France,FRA,False,6,3,3,0.5,0.5,0.0004075829843808378,0.0002037914921904189,0.0002037914921904189,0.6666666666666666,0.3333333333333333,0.3333333333333333,1635.6587301587301
Congo,COG,CGO,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.0002717219895872252,0.0001358609947936126,0.0001358609947936126,0.4444444444444444,0.2222222222222222,0.2222222222222222,1635.6587301587301
Cook Islands,COK,COK,2024 Summer Olympics,2024,Summer,France,FRA,False,1,0,1,0.0,1.0,6.79304973968063e-05,6.79304973968063e-05,0.0,0.1111111111111111,0.1111111111111111,0.0,1635.6587301587301
Colombia,COL,COL,2024 Summer Olympics,2024,Summer,France,FRA,False,91,37,54,0.4065934065934066,0.5934065934065934,0.006811245408626203,0.003423454459879763,0.00338779094874644,11.140873015873016,5.599603174603175,5.541269841269841,1635.6587301587301
Comoros,COM,COM,2024 Summer Olympics,2024,Summer,France,FRA,False,4,3,1,0.75,0.25,0.0003396524869840315,6.79304973968063e-05,0.0002717219895872252,0.5555555555555556,0.1111111111111111,0.4444444444444444,1635.6587301587301
Cabo Verde,CPV,CPV,2024 Summer Olympics,2024,Summer,France,FRA,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0006113744765712567,0.0002037914921904189,0.0004075829843808378,1.0,0.3333333333333333,0.6666666666666666,1635.6587301587301
Costa Rica,CRI,CRC,2024 Summer Olympics,2024,Summer,France,FRA,False,6,3,3,0.5,0.5,0.0004924961061268456,0.00028870461393642674,0.0002037914921904189,0.8055555555555556,0.4722222222222222,0.3333333333333333,1635.6587301587301
Cuba,CUB,CUB,2024 Summer Olympics,2024,Summer,France,FRA,False,60,34,26,0.5666666666666667,0.43333333333333335,0.006548499949052127,0.00259324673812308,0.0039552532109290465,10.71111111111111,4.241666666666666,6.469444444444444,1635.6587301587301
Cayman Islands,CYM,CAY,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.00034814379915863226,0.0001358609947936126,0.00021228280436501968,0.5694444444444444,0.2222222222222222,0.3472222222222222,1635.6587301587301
Cyprus,CYP,CYP,2024 Summer Olympics,2024,Summer,France,FRA,False,15,6,9,0.4,0.6,0.001717671148462102,0.0006987136875100076,0.0010189574609520944,2.8095238095238093,1.1428571428571428,1.6666666666666665,1635.6587301587301
Czechia,CZE,CZE,2024 Summer Olympics,2024,Summer,France,FRA,False,111,62,49,0.5585585585585585,0.44144144144144143,0.011284468662205897,0.00482803879801837,0.006456429864187528,18.457539682539682,7.897023809523809,10.560515873015873,1635.6587301587301
Germany,DEU,GER,2024 Summer Olympics,2024,Summer,France,FRA,False,435,219,216,0.503448275862069,0.496551724137931,0.03780259397456488,0.017808667284510714,0.019993926690054165,61.832142857142856,29.128902116402116,32.70324074074074,1635.6587301587301
Djibouti,DJI,DJI,2024 Summer Olympics,2024,Summer,France,FRA,False,7,5,2,0.7142857142857143,0.2857142857142857,0.00047551348177764404,0.0001358609947936126,0.0003396524869840315,0.7777777777777777,0.2222222222222222,0.5555555555555556,1635.6587301587301
Dominica,DMA,DMA,2024 Summer Olympics,2024,Summer,France,FRA,False,4,2,2,0.5,0.5,0.0008151659687616757,0.000679304973968063,0.0001358609947936126,1.3333333333333335,1.1111111111111112,0.2222222222222222,1635.6587301587301
Denmark,DNK,DEN,2024 Summer Olympics,2024,Summer,France,FRA,False,125,56,69,0.448,0.552,0.0082853372021369,0.003917648828441528,0.0043676883736953704,13.551984126984127,6.407936507936507,7.144047619047619,1635.6587301587301
Dominican Republic,DOM,DOM,2024 Summer Olympics,2024,Summer,France,FRA,False,61,36,25,0.5901639344262295,0.4098360655737705,0.002921739214820494,0.0014068891228717132,0.0015148500919487805,4.778968253968254,2.301190476190476,2.477777777777778,1635.6587301587301
Algeria,DZA,ALG,2024 Summer Olympics,2024,Summer,France,FRA,False,46,27,19,0.5869565217391305,0.41304347826086957,0.004633587749220012,0.0026975685734110326,0.0019360191758089793,7.578968253968254,4.412301587301587,3.1666666666666665,1635.6587301587301
Ecuador,ECU,ECU,2024 Summer Olympics,2024,Summer,France,FRA,False,40,16,24,0.4,0.6,0.004580941613737488,0.002743421659153877,0.0018375199545836104,7.492857142857143,4.487301587301587,3.0055555555555555,1635.6587301587301
Egypt,EGY,EGY,2024 Summer Olympics,2024,Summer,France,FRA,False,157,104,53,0.6624203821656051,0.3375796178343949,0.009311330321747949,0.0035348119538266705,0.005776518367921278,15.23015873015873,5.781746031746032,9.448412698412698,1635.6587301587301
Équipe Olympique des Réfugies,EOR,EOR,2024 Summer Olympics,2024,Summer,France,FRA,False,37,24,13,0.6486486486486487,0.35135135135135137,0.0029088809420989552,0.0010723314231924422,0.001836549518906513,4.757936507936508,1.753968253968254,3.003968253968254,1635.6587301587301
Eritrea,ERI,ERI,2024 Summer Olympics,2024,Summer,France,FRA,False,11,8,3,0.7272727272727273,0.2727272727272727,0.0008151659687616756,0.0002037914921904189,0.0006113744765712567,1.3333333333333333,0.3333333333333333,1.0,1635.6587301587301
Spain,ESP,ESP,2024 Summer Olympics,2024,Summer,France,FRA,False,388,195,193,0.5025773195876289,0.49742268041237114,0.02525995545700242,0.010702692473786106,0.014557262983216315,41.31666666666666,17.50595238095238,23.810714285714287,1635.6587301587301
Estonia,EST,EST,2024 Summer Olympics,2024,Summer,France,FRA,False,24,16,8,0.6666666666666666,0.3333333333333333,0.0018132590626561793,0.0007156963118592091,0.0010975627507969702,2.9658730158730156,1.1706349206349205,1.795238095238095,1635.6587301587301
