national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Hungary,HUN,HUN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,152,93,59,0.6118421052631579,0.3881578947368421,0.01665080518107375,0.006939420806297468,0.009711384374776283,26.396825396825395,11.001190476190475,15.39563492063492,1585.3182539682539
Indonesia,IDN,INA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,22,13,9,0.5909090909090909,0.4090909090909091,0.0022137661007428783,0.0008147680526818259,0.0013989980480610524,3.5095238095238095,1.2916666666666665,2.217857142857143,1585.3182539682539
India,IND,IND,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,83,60,23,0.7228915662650602,0.27710843373493976,0.006271836659906553,0.0020543168689277254,0.004217519790978828,9.942857142857143,3.2567460317460317,6.686111111111111,1585.3182539682539
Independent Olympic Athletes,IOA,IOA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,3,1,0.75,0.25,0.0002803502976969724,7.00875744242431e-05,0.00021026272327272927,0.4444444444444444,0.1111111111111111,0.3333333333333333,1585.3182539682539
Ireland,IRL,IRL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,64,36,28,0.5625,0.4375,0.0063138892045610994,0.002891512945425309,0.0034223762591357905,10.00952380952381,4.583968253968254,5.4255555555555555,1585.3182539682539
Islamic Republic of Iran,IRN,IRI,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,53,45,8,0.8490566037735849,0.1509433962264151,0.009572711102522603,0.0008060071058787955,0.008766703996643806,15.17579365079365,1.2777777777777777,13.898015873015872,1585.3182539682539
Iraq,IRQ,IRQ,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,8,5,3,0.625,0.375,0.0005607005953939448,0.00021026272327272927,0.0003504378721212155,0.8888888888888888,0.3333333333333333,0.5555555555555556,1585.3182539682539
Iceland,ISL,ISL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,28,22,6,0.7857142857142857,0.21428571428571427,0.0014578215480242562,0.0006307881698181879,0.0008270333782060685,2.311111111111111,1.0,1.3111111111111111,1585.3182539682539
Israel,ISR,ISR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,37,19,18,0.5135135135135135,0.4864864864864865,0.0034978705893013323,0.0012052559673311803,0.0022926146219701517,5.545238095238095,1.9107142857142856,3.6345238095238095,1585.3182539682539
Italy,ITA,ITA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,281,158,123,0.5622775800711743,0.4377224199288256,0.028740661456489885,0.011546927886394049,0.017193733570095834,45.56309523809524,18.305555555555554,27.257539682539683,1585.3182539682539
Jamaica,JAM,JAM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,48,23,25,0.4791666666666667,0.5208333333333334,0.007740671969626049,0.003705630184916053,0.004035041784709995,12.271428571428572,5.874603174603175,6.396825396825396,1585.3182539682539
Jordan,JOR,JOR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0006307881698181879,0.0002803502976969724,0.0003504378721212155,1.0,0.4444444444444444,0.5555555555555556,1585.3182539682539
Japan,JPN,JPN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,303,141,162,0.46534653465346537,0.5346534653465347,0.030260059944901153,0.01370662642972394,0.016553433515177216,47.971825396825395,21.729365079365078,26.242460317460317,1585.3182539682539
Kazakhstan,KAZ,KAZ,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,115,74,41,0.6434782608695652,0.3565217391304348,0.011584474801264179,0.00433041084835502,0.00725406395290916,18.365079365079364,6.865079365079365,11.5,1585.3182539682539
Kenya,KEN,KEN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,47,27,20,0.574468085106383,0.425531914893617,0.007027781212625176,0.0030898607810459174,0.003937920431579259,11.14126984126984,4.898412698412699,6.242857142857143,1585.3182539682539
Kyrgyzstan,KGZ,KGZ,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,14,11,3,0.7857142857142857,0.21428571428571427,0.0010713386376277158,0.00021026272327272927,0.0008610759143549866,1.6984126984126984,0.3333333333333333,1.3650793650793651,1585.3182539682539
Cambodia,KHM,CAM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,3,3,0.5,0.5,0.00042052544654545853,0.00021026272327272927,0.00021026272327272927,0.6666666666666666,0.3333333333333333,0.3333333333333333,1585.3182539682539
Kiribati,KIR,KIR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Saint Kitts and Nevis,KNA,SKN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,5,0,1.0,0.0,0.0003504378721212155,0.0,0.0003504378721212155,0.5555555555555556,0.0,0.5555555555555556,1585.3182539682539
Republic of Korea,KOR,KOR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,259,142,117,0.5482625482625483,0.4517374517374517,0.02582076304342276,0.009703374366270655,0.0161173886771521,40.93412698412698,15.382936507936508,25.551190476190477,1585.3182539682539
Kuwait,KWT,KUW,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,10,8,2,0.8,0.2,0.0010688355099697073,0.00021026272327272927,0.0008585727866969779,1.6944444444444444,0.3333333333333333,1.3611111111111112,1585.3182539682539
Lao People's Democratic Republic,LAO,LAO,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Lebanon,LBN,LBN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,10,3,7,0.3,0.7,0.000700875744242431,0.0004906130209697017,0.00021026272327272927,1.1111111111111112,0.7777777777777777,0.3333333333333333,1585.3182539682539
Liberia,LBR,LBR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,2,2,0.5,0.5,0.0002803502976969724,0.0001401751488484862,0.0001401751488484862,0.4444444444444444,0.2222222222222222,0.2222222222222222,1585.3182539682539
Libya,LBY,LBA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,3,1,0.75,0.25,0.0002803502976969724,7.00875744242431e-05,0.00021026272327272927,0.4444444444444444,0.1111111111111111,0.3333333333333333,1585.3182539682539
Saint Lucia,LCA,LCA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,1,3,0.25,0.75,0.0002803502976969724,0.00021026272327272927,7.00875744242431e-05,0.4444444444444444,0.3333333333333333,0.1111111111111111,1585.3182539682539
Liechtenstein,LIE,LIE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,1,2,0.3333333333333333,0.6666666666666666,0.0002803502976969724,0.00021026272327272927,7.00875744242431e-05,0.4444444444444444,0.3333333333333333,0.1111111111111111,1585.3182539682539
Sri Lanka,LKA,SRI,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,4,3,0.5714285714285714,0.42857142857142855,0.0005607005953939448,0.00021026272327272927,0.0003504378721212155,0.8888888888888888,0.3333333333333333,0.5555555555555556,1585.3182539682539
Lesotho,LSO,LES,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,2,2,0.5,0.5,0.0002803502976969724,0.0001401751488484862,0.0001401751488484862,0.4444444444444444,0.2222222222222222,0.2222222222222222,1585.3182539682539
Lithuania,LTU,LTU,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,62,39,23,0.6290322580645161,0.3709677419354839,0.006053563928128196,0.0034928643339853147,0.0025606995941428816,9.596825396825396,5.537301587301587,4.059523809523809,1585.3182539682539
Luxembourg,LUX,LUX,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0008270333782060685,0.0003364203572363669,0.0004906130209697017,1.3111111111111111,0.5333333333333333,0.7777777777777777,1585.3182539682539
Latvia,LVA,LAT,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,45,31,14,0.6888888888888889,0.3111111111111111,0.0042400479399009065,0.0010300370312705726,0.0032100109086303334,6.7218253968253965,1.632936507936508,5.088888888888889,1585.3182539682539
Morocco,MAR,MAR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,70,53,17,0.7571428571428571,0.24285714285714285,0.00402202552088835,0.001387733973600013,0.0026342915472883366,6.376190476190476,2.1999999999999997,4.176190476190476,1585.3182539682539
Monaco,MCO,MON,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,5,1,0.8333333333333334,0.16666666666666666,0.00042052544654545853,7.00875744242431e-05,0.0003504378721212155,0.6666666666666666,0.1111111111111111,0.5555555555555556,1585.3182539682539
Republic of Moldova,MDA,MDA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,20,12,8,0.6,0.4,0.001401751488484862,0.0005607005953939448,0.0008410508930909171,2.2222222222222223,0.8888888888888888,1.3333333333333333,1585.3182539682539
Madagascar,MDG,MAD,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,3,4,0.42857142857142855,0.5714285714285714,0.0004906130209697017,0.0002803502976969724,0.00021026272327272927,0.7777777777777777,0.4444444444444444,0.3333333333333333,1585.3182539682539
Maldives,MDV,MDV,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,3,2,0.6,0.4,0.0003504378721212155,0.0001401751488484862,0.00021026272327272927,0.5555555555555556,0.2222222222222222,0.3333333333333333,1585.3182539682539
Mexico,MEX,MEX,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,105,68,37,0.6476190476190476,0.3523809523809524,0.00891739228165593,0.004036043035773198,0.00488134924588273,14.136904761904761,6.398412698412698,7.738492063492063,1585.3182539682539
Marshall Islands,MHL,MHL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,2,2,0.5,0.5,0.0002803502976969724,0.0001401751488484862,0.0001401751488484862,0.4444444444444444,0.2222222222222222,0.2222222222222222,1585.3182539682539
North Macedonia,MKD,MKD,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,2,2,0.5,0.5,0.0002803502976969724,0.0001401751488484862,0.0001401751488484862,0.4444444444444444,0.2222222222222222,0.2222222222222222,1585.3182539682539
Mali,MLI,MLI,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.000476595506084853,0.0001401751488484862,0.0003364203572363669,0.7555555555555555,0.2222222222222222,0.5333333333333333,1585.3182539682539
Malta,MLT,MLT,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,3,2,0.6,0.4,0.0003504378721212155,0.0001401751488484862,0.00021026272327272927,0.5555555555555556,0.2222222222222222,0.3333333333333333,1585.3182539682539
Myanmar,MMR,MYA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,3,3,0.5,0.5,0.00042052544654545853,0.00021026272327272927,0.00021026272327272927,0.6666666666666666,0.3333333333333333,0.3333333333333333,1585.3182539682539
Montenegro,MNE,MNE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,34,18,16,0.5294117647058824,0.47058823529411764,0.0009637041483333425,0.0003854816593333371,0.0005782224890000055,1.5277777777777777,0.6111111111111112,0.9166666666666666,1585.3182539682539
Mongolia,MNG,MGL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,29,16,13,0.5517241379310345,0.4482758620689655,0.0032948669362368277,0.0012062572183943838,0.0020886097178424443,5.223412698412698,1.9123015873015872,3.311111111111111,1585.3182539682539
Mozambique,MOZ,MOZ,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00042052544654545853,0.0001401751488484862,0.0002803502976969724,0.6666666666666666,0.2222222222222222,0.4444444444444444,1585.3182539682539
Mauritania,MRT,MTN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
Mauritius,MUS,MRI,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,11,4,7,0.36363636363636365,0.6363636363636364,0.0007209007655065003,0.000440550467809528,0.0002803502976969724,1.1428571428571428,0.6984126984126984,0.4444444444444444,1585.3182539682539
Malawi,MWI,MAW,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,1,2,0.3333333333333333,0.6666666666666666,0.00021026272327272927,0.0001401751488484862,7.00875744242431e-05,0.3333333333333333,0.2222222222222222,0.1111111111111111,1585.3182539682539
Malaysia,MYS,MAS,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,29,16,13,0.5517241379310345,0.4482758620689655,0.0027622013706125807,0.0011151433716428678,0.0016470579989697127,4.378968253968254,1.7678571428571428,2.611111111111111,1585.3182539682539
Namibia,NAM,NAM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0006395491166212182,0.0002803502976969724,0.0003591988189242458,1.0138888888888888,0.4444444444444444,0.5694444444444444,1585.3182539682539
Niger,NER,NIG,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00042052544654545853,0.0001401751488484862,0.0002803502976969724,0.6666666666666666,0.2222222222222222,0.4444444444444444,1585.3182539682539
Nigeria,NGA,NGR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,49,30,19,0.6122448979591837,0.3877551020408163,0.0029346668662493785,0.00157421698412166,0.0013604498821277186,4.652380952380952,2.4956349206349207,2.1567460317460316,1585.3182539682539
Nicaragua,NIC,NCA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,3,3,0.5,0.5,0.0004555692337575801,0.00024530651048485083,0.00021026272327272927,0.7222222222222222,0.38888888888888884,0.3333333333333333,1585.3182539682539
Netherlands,NLD,NED,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,177,96,81,0.5423728813559322,0.4576271186440678,0.016278339785562063,0.00822260748138132,0.00805573230418074,25.806349206349207,13.035449735449735,12.77089947089947,1585.3182539682539
Norway,NOR,NOR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,64,33,31,0.515625,0.484375,0.0055401724454706164,0.00203253965830305,0.003507632787167566,8.782936507936508,3.2222222222222223,5.560714285714286,1585.3182539682539
Nepal,NPL,NEP,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,2,3,0.4,0.6,0.0003504378721212155,0.00021026272327272927,0.0001401751488484862,0.5555555555555556,0.3333333333333333,0.2222222222222222,1585.3182539682539
Nauru,NRU,NRU,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,2,0,1.0,0.0,0.0001401751488484862,0.0,0.0001401751488484862,0.2222222222222222,0.0,0.2222222222222222,1585.3182539682539
New Zealand,NZL,NZL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,195,103,92,0.5282051282051282,0.4717948717948718,0.012566451781500987,0.0060070057536892344,0.006559446027811751,19.921825396825398,9.523015873015872,10.398809523809524,1585.3182539682539
Oman,OMN,OMA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,3,1,0.75,0.25,0.0002803502976969724,7.00875744242431e-05,0.00021026272327272927,0.4444444444444444,0.1111111111111111,0.3333333333333333,1585.3182539682539
Pakistan,PAK,PAK,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,23,21,2,0.9130434782608695,0.08695652173913043,0.000440550467809528,0.0001401751488484862,0.00030037531896104185,0.6984126984126984,0.2222222222222222,0.47619047619047616,1585.3182539682539
Panama,PAN,PAN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,8,6,2,0.75,0.25,0.0005807256166580142,0.00016020017011255562,0.00042052544654545853,0.9206349206349206,0.25396825396825395,0.6666666666666666,1585.3182539682539
Peru,PER,PER,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,16,9,7,0.5625,0.4375,0.0011414262120519587,0.0005106380422337712,0.0006307881698181879,1.8095238095238093,0.8095238095238095,1.0,1585.3182539682539
Philippines,PHL,PHI,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,11,7,4,0.6363636363636364,0.36363636363636365,0.0007709633186666739,0.0002803502976969724,0.0004906130209697017,1.222222222222222,0.4444444444444444,0.7777777777777777,1585.3182539682539
Palau,PLW,PLW,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,2,3,0.4,0.6,0.0003504378721212155,0.00021026272327272927,0.0001401751488484862,0.5555555555555556,0.3333333333333333,0.2222222222222222,1585.3182539682539
Papua New Guinea,PNG,PNG,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,8,4,4,0.5,0.5,0.0005607005953939448,0.0002803502976969724,0.0002803502976969724,0.8888888888888888,0.4444444444444444,0.4444444444444444,1585.3182539682539
Poland,POL,POL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,210,124,86,0.5904761904761905,0.4095238095238095,0.017167701042452545,0.007729157582399208,0.009438543460053338,27.216269841269842,12.253174603174603,14.963095238095239,1585.3182539682539
Puerto Rico,PRI,PUR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,25,19,6,0.76,0.24,0.0024951176495030545,0.0006307881698181879,0.0018643294796848663,3.9555555555555557,1.0,2.9555555555555557,1585.3182539682539
Democratic People's Republic of Korea,PRK,PRK,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,56,15,41,0.26785714285714285,0.7321428571428571,0.005353689434948969,0.0028270323769550056,0.0025266570579939637,8.487301587301587,4.481746031746032,4.0055555555555555,1585.3182539682539
Portugal,PRT,POR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,77,44,33,0.5714285714285714,0.42857142857142855,0.006711636189418679,0.002812263923772754,0.0038993722656459244,10.640079365079364,4.458333333333333,6.181746031746031,1585.3182539682539
Paraguay,PRY,PAR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,8,4,4,0.5,0.5,0.000700875744242431,0.0002803502976969724,0.00042052544654545853,1.1111111111111112,0.4444444444444444,0.6666666666666666,1585.3182539682539
Palestine,PSE,PLE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,3,2,0.6,0.4,0.0003504378721212155,0.0001401751488484862,0.00021026272327272927,0.5555555555555556,0.2222222222222222,0.3333333333333333,1585.3182539682539
Qatar,QAT,QAT,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,12,8,4,0.6666666666666666,0.3333333333333333,0.0013867327225368096,0.0003504378721212155,0.0010362948504155944,2.198412698412698,0.5555555555555556,1.6428571428571428,1585.3182539682539
Romania,ROU,ROU,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,105,55,50,0.5238095238095238,0.47619047619047616,0.010590733121034732,0.005769959564475813,0.004820773556558921,16.789682539682538,9.147222222222222,7.642460317460317,1585.3182539682539
Russian Federation,RUS,RUS,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,430,203,227,0.4720930232558139,0.5279069767441861,0.04845354270160566,0.022801490462332683,0.02565205223927297,76.81428571428572,36.147619047619045,40.666666666666664,1585.3182539682539
Rwanda,RWA,RWA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,7,5,2,0.7142857142857143,0.2857142857142857,0.0004906130209697017,0.0001401751488484862,0.0003504378721212155,0.7777777777777777,0.2222222222222222,0.5555555555555556,1585.3182539682539
Kingdom of Saudi Arabia,SAU,KSA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,18,16,2,0.8888888888888888,0.1111111111111111,0.0016495611266277212,0.0001401751488484862,0.0015093859777792352,2.6150793650793647,0.2222222222222222,2.392857142857143,1585.3182539682539
Sudan,SDN,SUD,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.000440550467809528,0.0001401751488484862,0.00030037531896104185,0.6984126984126984,0.2222222222222222,0.47619047619047616,1585.3182539682539
Senegal,SEN,SEN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,36,29,7,0.8055555555555556,0.19444444444444445,0.0012125150375394053,0.0005466830805090962,0.0006658319570303095,1.922222222222222,0.8666666666666667,1.0555555555555556,1585.3182539682539
Singapore,SGP,SGP,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,23,8,15,0.34782608695652173,0.6521739130434783,0.002565205223927297,0.0018082594201454716,0.0007569458037818254,4.066666666666666,2.8666666666666663,1.2,1585.3182539682539
Solomon Islands,SLB,SOL,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,2,2,0.5,0.5,0.0002803502976969724,0.0001401751488484862,0.0001401751488484862,0.4444444444444444,0.2222222222222222,0.2222222222222222,1585.3182539682539
Sierra Leone,SLE,SLE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
El Salvador,SLV,ESA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,10,5,5,0.5,0.5,0.0007709633186666739,0.00042052544654545853,0.0003504378721212155,1.222222222222222,0.6666666666666666,0.5555555555555556,1585.3182539682539
San Marino,SMR,SMR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,4,1,3,0.25,0.75,0.0003679597657272762,0.00029787219130303317,7.00875744242431e-05,0.5833333333333333,0.4722222222222222,0.1111111111111111,1585.3182539682539
Somalia,SOM,SOM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
Serbia,SRB,SRB,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,116,80,36,0.6896551724137931,0.3103448275862069,0.006473839061907854,0.0028085092322857413,0.0036653298296221134,10.263095238095238,4.4523809523809526,5.810714285714286,1585.3182539682539
São Tomé and Príncipe,STP,STP,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
Suriname,SUR,SUR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,5,3,2,0.6,0.4,0.0003504378721212155,0.0001401751488484862,0.00021026272327272927,0.5555555555555556,0.2222222222222222,0.3333333333333333,1585.3182539682539
Slovakia,SVK,SVK,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,47,26,21,0.5531914893617021,0.44680851063829785,0.004939421807548532,0.002470586998454569,0.002468834809093963,7.830555555555555,3.9166666666666665,3.9138888888888888,1585.3182539682539
Slovenia,SVN,SLO,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,65,28,37,0.4307692307692308,0.5692307692307692,0.0062463047577948645,0.0036505613764398616,0.002595743381355003,9.902380952380952,5.787301587301587,4.115079365079365,1585.3182539682539
Sweden,SWE,SWE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,140,56,84,0.4,0.6,0.009902623327848147,0.005150936094650266,0.00475168723319788,15.698809523809524,8.165873015873016,7.532936507936507,1585.3182539682539
Eswatini,SWZ,SWZ,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Seychelles,SYC,SEY,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00042052544654545853,0.0001401751488484862,0.0002803502976969724,0.6666666666666666,0.2222222222222222,0.4444444444444444,1585.3182539682539
Syrian Arab Republic,SYR,SYR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,10,6,4,0.6,0.4,0.0007972461590757652,0.00028911124450000275,0.0005081349145757625,1.2638888888888888,0.4583333333333333,0.8055555555555556,1585.3182539682539
Chad,TCD,CHA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,0,2,0.0,1.0,0.0001401751488484862,0.0001401751488484862,0.0,0.2222222222222222,0.2222222222222222,0.0,1585.3182539682539
Togo,TGO,TOG,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00042052544654545853,0.0001401751488484862,0.0002803502976969724,0.6666666666666666,0.2222222222222222,0.4444444444444444,1585.3182539682539
Thailand,THA,THA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,37,19,18,0.5135135135135135,0.4864864864864865,0.004052813991081857,0.0021429275880212326,0.0019098864030606243,6.425,3.397222222222222,3.0277777777777777,1585.3182539682539
Tajikistan,TJK,TJK,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,16,13,3,0.8125,0.1875,0.0013016263821645144,0.0003504378721212155,0.0009511885100432991,2.0634920634920633,0.5555555555555556,1.507936507936508,1585.3182539682539
Turkmenistan,TKM,TKM,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,10,7,3,0.7,0.3,0.0007359195314545524,0.00021026272327272927,0.0005256568081818232,1.1666666666666665,0.3333333333333333,0.8333333333333333,1585.3182539682539
Timor-Leste,TLS,TLS,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,2,1,1,0.5,0.5,0.0001401751488484862,7.00875744242431e-05,7.00875744242431e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1585.3182539682539
Tonga,TON,TGA,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Trinidad and Tobago,TTO,TTO,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,26,19,7,0.7307692307692307,0.2692307692307692,0.0034918630829221114,0.0006658319570303095,0.002826031125891802,5.535714285714286,1.0555555555555556,4.48015873015873,1585.3182539682539
Tunisia,TUN,TUN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,84,64,20,0.7619047619047619,0.23809523809523808,0.005111887303185331,0.002229535804988333,0.0028823514981969967,8.103968253968254,3.5345238095238094,4.569444444444444,1585.3182539682539
Türkiye,TUR,TUR,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,112,48,64,0.42857142857142855,0.5714285714285714,0.007885603061024751,0.00330112475538185,0.004584478305642901,12.501190476190477,5.233333333333333,7.267857142857142,1585.3182539682539
Tuvalu,TUV,TUV,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021026272327272927,7.00875744242431e-05,0.0001401751488484862,0.3333333333333333,0.1111111111111111,0.2222222222222222,1585.3182539682539
Chinese Taipei,TWN,TPE,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,44,19,25,0.4318181818181818,0.5681818181818182,0.004514390731218658,0.0030453051087333625,0.0014690856224852953,7.156746031746032,4.8277777777777775,2.3289682539682537,1585.3182539682539
United Republic of Tanzania,TZA,TAN,2012 Summer Olympics,2012,Summer,United Kingdom,GBR,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00042052544654545853,0.0001401751488484862,0.0002803502976969724,0.6666666666666666,0.2222222222222222,0.4444444444444444,1585.3182539682539
